name,symbol,seller_fee_basis_points,Monkey Name,Monkey ID,Monkey Parents,Monkey Gender,Monkey Date of Birth,Alpha Score,Color,Tattoo,Hairstyle,Eyes,Mouth,Nose,Ears,Arms,Legs,Outfit,Pattern Style,Accuracy,Max Accuracy,Passing,Max Passing,Defense,Max Defense,Control,Max Control,Precision Shot,Protective Holding,Hard Header,Flank Pass,Extreme Pressing,Pass Interception,Hard Tackle,Defensive Awareness,Last Stand Defense,Golden Gloves,Goalie Resistance,Goalie Long Ball,Monkey evolution history,Type,Created,collection: name/family,creators: address/share
Monkey #11099,ML,450,Mybop,11099,,Male,2022-01-24T20:29:31.8439,442,Jungle Green,Dragon Flames,Slicked Back with Bandana,Amazed,Laughing,Pointed,Spoon,Feather Tip Muscle,Wing Tip,Hoodie,Plain Tee,21,82,17,79,16,88,15,82,0.04,0.24,0.04,0.08,0.09,0.09,0.17,0.04,0.05,0.03,0.04,0.05,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11134,ML,450,Aznes,11134,,Male,2022-01-24T20:29:31.8576,416,Indigo Blue,None,Bandana Cap,Sport MonkeyFocals,Poker Face Grin,Waterfall,Elf,Bare Muscle Arm,Wing Tip,Silver Aztec Chain,Plain Tee,15,81,17,100,14,82,18,88,0.09,0.09,0.07,0.11,0.09,0.04,0.07,0.07,0.07,0.11,0.19,0.09,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11241,ML,450,Dimpni,11241,,Male,2022-01-24T20:29:31.8980,497,MonkeyBrick Red,Lion King,Backward Snapback Cap,Amazed,Game Face Grin,Waterfall,Block,Flame Tip Max Muscle,Leaf Tip,Plain Tee,Sun Ray,15,79,14,80,20,88,16,82,0.06,0.01,0.11,0.19,0.08,0.08,0.06,0.1,0.14,0.08,0.08,0.09,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11180,ML,450,Rosko,11180,,Male,2022-01-24T20:29:31.8749,385,Christmas Green,None,Greased Lightning,Amazed,Poker Face Grin,Waterfall,Spoon,Leaf Tip Max Muscle,Flame Tip,Hoodie,Half n Half,14,82,13,85,14,83,15,79,0.02,0.11,0.23,0.08,0.03,0.08,0.05,0.16,0.08,0.07,0.05,0.04,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11148,ML,450,Hoomon,11148,,Male,2022-01-24T20:29:31.8629,373,Crimson Red,None,Slicked Back,Mindful,Smirk,Pointed,Elf,Bare Muscle Arm,Wing Tip,Plain Tee,Diamond Stripes,15,79,11,89,17,77,11,84,0.05,0.06,0.07,0.06,0.01,0.09,0.04,0.07,0.03,0.04,0.08,0.06,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11250,ML,450,Polde,11250,,Male,2022-01-24T20:29:31.9013,387,Jungle Green,Dragon Flames,Mountain Top,Shocked Glass Eyes,Smirk,Pig Nose,Pointed,Bare Muscle Arm,Flame Tip,Hoodie & Headphones,Inverted Pulse,12,79,15,83,16,91,14,83,0.14,0.02,0.1,0.11,0.06,0.11,0.14,0.11,0.05,0.08,0.12,0.02,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11139,ML,450,Zaldi,11139,,Male,2022-01-24T20:29:31.8595,512,Ash Black,None,Messy Spikes,Sport MonkeyFocals,Game Face Grin,Silver Nostril Ring on Pig Nose,Pointed,Flame Tip Max Muscle,Bare,Sleeveless Hoodie,New Age Stripes,14,88,16,84,10,81,12,79,0.08,0.08,0.09,0.12,0.13,0.02,0.12,0.04,0.06,0.08,0.05,0.05,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11354,ML,450,Polae,11354,,Male,2022-01-24T20:29:31.9410,483,Forest Green,Tribal,Solid Color Backward Snapback Cap,Wicked,Smile,Pig Nose,Single Ear Gold Spikes,Flame Tip Max Muscle,Bare,Silver Aztec Chain,Plain Tee,20,83,23,80,15,80,13,81,0.15,0.09,0.08,0.1,0.1,0.19,0.1,0.04,0.02,0.05,0.14,0.08,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11146,ML,450,Polni,11146,,Male,2022-01-24T20:29:31.8621,538,Northern Brown,None,Mountain Top,Thin Bridge MonkeyFocals,Game Face Grin,Stubby,Block,Feather Tip Muscle,Bare,Sleeveless Hoodie & Headphones,Razor Spike,20,82,15,85,22,77,12,82,0.07,0.03,0.05,0.08,0.1,0.03,0.07,0.08,0.02,0.08,0.07,0.03,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11187,ML,450,Tinmi,11187,,Male,2022-01-24T20:29:31.8775,416,Himalayan Green,Tribal,Flame Top,Shocked Glass Eyes,Poker Face Grin,Pig Nose,Spoon,Bare Muscle Arm,Bare,Hoodie,Thrasher,17,79,15,80,20,83,18,93,0.04,0.06,0.09,0.15,0.02,0.07,0.15,0.06,0.04,0.11,0.14,0.06,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11296,ML,450,Takak,11296,,Male,2022-01-24T20:29:31.9187,398,Avatar Blue,None,Mountain Top,Crimson Red Mechanical Lasers,Smile,Stubby,Pigeon,Bare Muscle Arm,Wing Tip,Sleeveless Hoodie,Zig Zag,15,78,14,87,10,88,13,78,0.08,0.08,0.06,0.17,0.09,0.15,0.13,0.02,0.01,0.06,0.1,0.12,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11281,ML,450,Abzak,11281,,Male,2022-01-24T20:29:31.9130,438,Titanic Blue,Dragon Flames,Slicked Back,Shocked Glass Eyes,Smile,Stubby,Spoon,Bare Muscle Arm,Wing Tip,Hoodie & Headphones,Zig Zag,17,82,17,82,12,86,16,99,0.07,0.16,0.06,0.04,0.07,0.09,0.02,0.12,0.08,0.05,0.08,0.2,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11264,ML,450,Olnes,11264,,Male,2022-01-24T20:29:31.9066,514,Chalk White,Tiger Skin,Slicked Back,Shocked Glass Eyes,Poker Face Grin,Silver Septum Ring on Waterfall Nose,Pointed,Bare Muscle Arm,Wing Tip,Sleeveless Hoodie & Headphones,Half n Half,15,80,17,84,17,82,16,86,0.08,0.01,0.11,0.09,0.06,0.1,0.19,0.11,0.07,0.1,0.12,0.07,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11243,ML,450,Quakin,11243,,Male,2022-01-24T20:29:31.8987,431,Titanic Blue,None,Messy Spikes,Wicked,Game Face Grin,Pointed,Pointed,Flame Tip Max Muscle,Wing Tip,Sleeveless Hoodie,Zig Zag,17,77,17,83,22,81,16,84,0.09,0.06,0.08,0.09,0.1,0.02,0.1,0.02,0.04,0.18,0.1,0.06,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11229,ML,450,Tomzak,11229,,Male,2022-01-24T20:29:31.8934,468,Titanic Blue,None,Slicked Back,Crimson Red Mechanical Lasers,Smirk,Pointed,Single Ear Gold Hoop,Feather Tip Muscle,Wing Tip,Hoodie,Horizontal Stripes,14,87,19,84,15,79,13,84,0.05,0.04,0.02,0.07,0.09,0.1,0.03,0.06,0.09,0.14,0.09,0.21,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11107,ML,450,Eroqui,11107,,Male,2022-01-24T20:29:31.8469,456,Jungle Green,None,Flame Top,Shocked Glass Eyes,Game Face Grin,Waterfall,Single Ear Gold Hoop,Flame Tip Max Muscle,Wing Tip,Sleeveless Hoodie,Sun Ray,11,90,15,91,15,84,11,76,0.19,0.08,0.06,0.17,0.15,0.06,0.04,0.09,0.09,0.1,0.09,0.1,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11203,ML,450,Gashu,11203,,Male,2022-01-24T20:29:31.8836,469,Jungle Green,Lion King,Hipster Beanie,Wicked,Game Face Grin,Stubby,Block,Feather Tip Muscle,Wing Tip,Plain Tee,Horizontal Stripes,19,81,17,83,17,79,14,84,0.08,0.07,0.04,0.14,0.02,0.09,0.21,0.11,0.09,0.07,0.1,0.09,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11079,ML,450,Suvo,11079,,Male,2022-01-24T20:29:31.8362,498,Himalayan Green,None,Slicked Back,Mindful,Smile,Pointed,Block,Flame Tip Max Muscle,Flame Tip,Silver MonkeyKing Chain,Half n Half,20,86,16,82,14,75,17,93,0.08,0.12,0.06,0.1,0.12,0.07,0.07,0.08,0.12,0.05,0.04,0.07,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11370,ML,450,Koson,11370,,Male,2022-01-24T20:29:31.9469,492,Indigo Blue,Tribal,Royal Crown,Sad,Laughing,Stubby,Spoon,Bare Muscle Arm,Leaf Tip,Hoodie,New Age Stripes,10,81,13,80,20,77,18,90,0.11,0.05,0.08,0.09,0.07,0.22,0.06,0.07,0.03,0.15,0.2,0.08,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11257,ML,450,Moasan,11257,,Male,2022-01-24T20:29:31.9040,475,Ash Black,None,Plain Colored Tip Snapback Cap,Crimson Red Mechanical Lasers,Smile,Stubby,Block,Leaf Tip Max Muscle,Bare,Hoodie,Diamond Stripes,20,84,15,79,20,90,15,85,0.04,0.08,0.08,0.09,0.03,0.06,0.09,0.11,0.04,0.07,0.12,0.12,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11266,ML,450,Moacaj,11266,,Male,2022-01-24T20:29:31.9073,399,Titanic Blue,Tiger Skin,Crown Top,Furious,Smile,Waterfall,Block,Flame Tip Max Muscle,Leaf Tip,Sleeveless Hoodie,Inverted Pulse,13,88,16,79,15,83,13,82,0.1,0.13,0.07,0.09,0.1,0.06,0.07,0.07,0.07,0.03,0.12,0.05,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11206,ML,450,Pengre,11206,,Male,2022-01-24T20:29:31.8847,422,Himalayan Green,Ancient Script,Slicked Back Bun,Vengeful,Smile,Waterfall,Pigeon,Feather Tip Muscle,Flame Tip,Hoodie,Inverted Pulse,14,77,14,85,13,89,13,80,0.08,0.11,0.08,0.05,0.08,0.09,0.11,0.16,0.16,0.1,0.02,0.13,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11169,ML,450,Aklola,11169,,Male,2022-01-24T20:29:31.8708,491,Ash Black,Tiger Skin,Swirly Top,Amazed,Toothpick Grin,Pointed,Double Ear Gold Hoops,Wing Tip Skinny,Bare,Plain Tee,Plain Tee,15,83,15,79,11,81,12,79,0.09,0.04,0.06,0.06,0.06,0.12,0.05,0.11,0.12,0.08,0.02,0.06,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11278,ML,450,Bermua,11278,,Male,2022-01-24T20:29:31.9118,411,MonkeyBrick Red,None,Crown Top,Wicked,Toothpick Grin,Pig Nose,Elf,Bare Muscle Arm,Leaf Tip,Silver Aztec Chain,Zig Zag,12,78,18,85,13,78,13,79,0.03,0.08,0.05,0.08,0.04,0.12,0.04,0.06,0.05,0.04,0.11,0.13,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11212,ML,450,Revo,11212,,Male,2022-01-24T20:29:31.8870,539,Cherry Red,Dragon Flames,Slicked Back Bun,Sad,Laughing,Silver Nostril Ring on Pig Nose,Block,Flame Tip Max Muscle,Wing Tip,Hoodie,Horizontal Stripes,16,77,22,86,12,85,15,79,0.07,0.06,0.07,0.04,0.08,0.1,0.06,0.07,0.07,0.09,0.11,0.1,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11135,ML,450,Ranlak,11135,,Male,2022-01-24T20:29:31.8580,500,Himalayan Green,Tribal,Bandana Cap,Wicked,Game Face Grin,Pointed,Spoon,Leaf Tip Max Muscle,Wing Tip,Sleeveless Hoodie,Inverted Pulse,19,77,20,82,21,81,11,85,0.16,0.05,0.09,0.07,0.04,0.08,0.02,0.12,0.11,0.22,0.11,0.06,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11321,ML,450,Munes,11321,,Male,2022-01-24T20:29:31.9281,561,Cherry Red,Dragon Flames,Greased Lightning,Vengeful,Bubblegum,Pointed,Spoon,Leaf Tip Max Muscle,Wing Tip,Sleeveless Hoodie & Headphones,Pillared Stripes,15,85,17,78,21,79,18,79,0.07,0.09,0.07,0.11,0.04,0.13,0.12,0.09,0.01,0.06,0.01,0.06,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11248,ML,450,Jumin,11248,,Male,2022-01-24T20:29:31.9006,417,Crimson Red,None,Short Dreads with Headband,Mindful,Smile,Pig Nose,Elf,Bare Muscle Arm,Leaf Tip,Hoodie & Headphones,Plain Tee,14,84,11,77,12,78,20,86,0.17,0.06,0.04,0.13,0.11,0.05,0.02,0.04,0.07,0.07,0.12,0.03,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11165,ML,450,Boobla,11165,,Male,2022-01-24T20:29:31.8693,495,Hulky Green,Tribal,Flame Top,Wicked,Game Face Grin,Pointed,Spoon,Bare Muscle Arm,Flame Tip,Hoodie & Headphones,Sun Ray,13,79,18,79,15,97,18,77,0.06,0.12,0.06,0.11,0.1,0.09,0.08,0.08,0.01,0.07,0.05,0.05,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11291,ML,450,Pencam,11291,,Male,2022-01-24T20:29:31.9167,386,Christmas Green,None,Tidal Wave,Shocked Glass Eyes,Poker Face Grin,Pig Nose,Pigeon,Flame Tip Max Muscle,Leaf Tip,Hoodie,Zig Zag,12,77,14,78,19,88,10,83,0.12,0.13,0.16,0.04,0.06,0.09,0.09,0.07,0.1,0.13,0.08,0.07,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11395,ML,450,Barrick,11395,,Male,2022-01-24T20:29:31.9562,399,Indigo Blue,Dragon Flames,Slicked Back Bun,Mindful,Poker Face Grin,Pig Nose,Elf,Wing Tip Skinny,Wing Tip,Plain Tee,Inverted Pulse,18,79,13,84,11,82,13,82,0.06,0.09,0.05,0.16,0.07,0.03,0.1,0.08,0.02,0.1,0.08,0.06,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11303,ML,450,Takap,11303,,Male,2022-01-24T20:29:31.9213,458,Christmas Green,Tiger Skin,Mountain Top,Shocked Glass Eyes,Laughing,Silver Septum Ring on Stubby Nose,Pigeon,Leaf Tip Max Muscle,Leaf Tip,Hoodie,New Age Camouflage,16,79,14,83,14,80,12,80,0.09,0.08,0.08,0.11,0.07,0.08,0.07,0.12,0.05,0.15,0.13,0.09,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11392,ML,450,Doko,11392,,Male,2022-01-24T20:29:31.9551,552,Sandy Beach,None,Slicked Back with Bandana,Angry,Game Face Grin,Waterfall,Single Ear Gold Spikes,Flame Tip Max Muscle,Bare,Hoodie & Headphones,Inverted Pulse,13,82,16,90,17,88,15,81,0.22,0.04,0.04,0.06,0.03,0.05,0.03,0.1,0.08,0.07,0.08,0.03,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11320,ML,450,Apgig,11320,,Male,2022-01-24T20:29:31.9277,547,Northern Blue,Tribal,Slicked Back Bun,Focused,Smirk,Silver Septum Ring on Waterfall Nose,Elf,Feather Tip Muscle,Bare,Sleeveless Hoodie & Headphones,Diamond Stripes,15,83,15,83,15,94,13,80,0.05,0.06,0.17,0.1,0.02,0.05,0.02,0.05,0.09,0.05,0.03,0.07,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11247,ML,450,Rokgra,11247,,Male,2022-01-24T20:29:31.9002,459,Northern Brown,Lion King,Flame Top,Thin Bridge MonkeyFocals,Smirk,Waterfall,Pigeon,Leaf Tip Max Muscle,Flame Tip,Hoodie & Headphones,Pillared Stripes,14,92,18,91,18,78,17,79,0.05,0.2,0.06,0.11,0.06,0.05,0.02,0.06,0.05,0.02,0.11,0.07,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11280,ML,450,Benoqui,11280,,Male,2022-01-24T20:29:31.9126,460,Himalayan Green,Tiger Skin,Greased Lightning,Furious,Game Face Grin,Silver Septum Ring on Stubby Nose,Pigeon,Bare Muscle Arm,Leaf Tip,Silver Aztec Chain,Zig Zag,20,82,18,79,15,81,13,78,0.03,0.11,0.18,0.05,0.08,0.19,0.1,0.07,0.06,0.11,0.08,0.12,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11132,ML,450,Ralac,11132,,Male,2022-01-24T20:29:31.8569,431,MonkeyBrown,Tribal,Messy Spikes,Mindful,Smirk,Pig Nose,Single Ear Gold Spikes,Leaf Tip Max Muscle,Bare,Hoodie,Thrasher,11,80,13,85,13,84,14,83,0.16,0.09,0.12,0.05,0.06,0.16,0.15,0.06,0.05,0.07,0.23,0.04,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11286,ML,450,Bamba,11286,,Male,2022-01-24T20:29:31.9148,591,Forest Green,Tribal,Slicked Back with Bandana,Sport MonkeyFocals,Bubblegum,Stubby,Elf,Leaf Tip Max Muscle,Bare,Silver Aztec Chain,Half n Half,15,79,17,80,17,82,13,81,0.05,0.03,0.05,0.02,0.12,0.1,0.07,0.09,0.03,0.06,0.1,0.22,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11276,ML,450,Abami,11276,,Male,2022-01-24T20:29:31.9111,507,Sandy Beach,None,Royal Crown,Wicked Glass Eyes,Poker Face Grin,Waterfall,Spoon,Bare Muscle Arm,Leaf Tip,Silver Aztec Chain,Pillared Stripes,16,90,14,82,12,78,13,80,0.06,0.09,0.16,0.1,0.07,0.17,0.05,0.09,0.08,0.12,0.13,0.08,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11367,ML,450,Rosbu,11367,,Male,2022-01-24T20:29:31.9458,546,Blurple,None,Swirly Top,Furious,Laughing,Waterfall,Double Ear Gold Hoop,Bare Muscle Arm,Flame Tip,Sleeveless Hoodie & Headphones,Pillared Stripes,14,87,17,81,14,89,15,79,0.09,0.12,0.12,0.03,0.08,0.03,0.04,0.04,0.07,0.09,0.08,0.05,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11218,ML,450,Orde,11218,,Male,2022-01-24T20:29:31.8892,415,MonkeyRed,None,Slicked Back Bun,Wicked,Laughing,Pig Nose,Block,Leaf Tip Max Muscle,Flame Tip,Plain Tee,Horizontal Stripes,18,87,12,96,17,83,15,78,0.13,0.06,0.12,0.08,0.15,0.13,0.08,0.01,0.06,0.1,0.15,0.12,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11140,ML,450,Roty,11140,,Male,2022-01-24T20:29:31.8599,445,MonkeyBrick Red,Tribal,Slicked Back with Bandana,Amazed,Toothpick Grin,Pointed,Block,Bare Muscle Arm,Flame Tip,Plain Tee,Zig Zag,16,82,13,82,17,85,14,81,0.09,0.15,0.1,0.06,0.09,0.03,0.07,0.09,0.02,0.08,0.03,0.05,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11287,ML,450,Ozle,11287,,Male,2022-01-24T20:29:31.9152,488,Christmas Green,None,Tidal Wave,Wicked Glass Eyes,Game Face Grin,Pointed,Pigeon,Flame Tip Max Muscle,Bare,Sleeveless Hoodie,Thrasher,17,86,22,82,14,88,11,82,0.09,0.05,0.14,0.08,0.13,0.07,0.21,0.05,0.14,0.11,0.11,0.15,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11164,ML,450,Awpni,11164,,Male,2022-01-24T20:29:31.8689,458,Jungle Green,Lion King,Slicked Back Bun,Shocked,Laughing,Waterfall,Spoon,Flame Tip Max Muscle,Leaf Tip,Plain Tee,Diamond Stripes,15,86,16,85,15,81,12,76,0.07,0.06,0.1,0.09,0.07,0.09,0.2,0.04,0.05,0.13,0.07,0.13,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11144,ML,450,Althi,11144,,Male,2022-01-24T20:29:31.8614,450,Cherry Red,None,Slicked Back with Bandana,Focused,Smile,Pig Nose,Double Ear Gold Hoop,Feather Tip Muscle,Bare,Hoodie,Plain Tee,14,80,14,84,16,81,12,79,0.14,0.05,0.05,0.13,0.05,0.1,0.09,0.04,0.09,0.04,0.14,0.08,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11118,ML,450,Shishi,11118,,Male,2022-01-24T20:29:31.8510,460,Charcoal Black,Tiger Skin,Short Dreads with Headband,Shocked Glass Eyes,Toothpick Grin,Stubby,Double Ear Gold Hoop,Bare Muscle Arm,Bare,Silver MonkeyKing Chain,Plain Tee,19,80,22,85,17,78,17,86,0.06,0.09,0.06,0.04,0.09,0.12,0.06,0.05,0.09,0.1,0.02,0.14,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11227,ML,450,Salrick,11227,,Male,2022-01-24T20:29:31.8926,604,Grapefruit Pink,Dragon Flames,Messy Spikes,Sport MonkeyFocals,Game Face Grin,Stubby,Pointed,Flame Tip Max Muscle,Bare,Silver Aztec Chain,Lightning Bolt ,14,84,16,84,14,81,12,81,0.1,0.02,0.09,0.08,0.1,0.09,0.16,0.12,0.07,0.05,0.08,0.1,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11318,ML,450,Tekbi,11318,,Male,2022-01-24T20:29:31.9270,453,Ash Black,Tiger Skin,Flame Top,Sport MonkeyFocals,Smile,Pointed,Elf,Wing Tip Skinny,Wing Tip,Plain Tee,New Age Camouflage,15,78,24,93,13,80,15,80,0.09,0.05,0.04,0.09,0.15,0.03,0.04,0.06,0.2,0.09,0.06,0.08,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11122,ML,450,Penbiz,11122,,Male,2022-01-24T20:29:31.8527,616,Himalayan Green,Tribal,Greased Lightning,Focused,Smirk,Pointed,Block,Wing Tip Skinny,Flame Tip,Sleeveless Hoodie,Sun Ray,19,80,13,84,12,85,18,76,0.07,0.08,0.12,0.12,0.08,0.06,0.11,0.05,0.06,0.05,0.09,0.03,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11124,ML,450,Boygin,11124,,Male,2022-01-24T20:29:31.8539,542,Northern Brown,None,Short Dreads with Headband,Focused,Poker Face Grin,Stubby,Pointed,Feather Tip Muscle,Bare,Silver MonkeyKing Chain,Half n Half,16,78,14,78,15,86,17,88,0.2,0.05,0.11,0.04,0.06,0.07,0.06,0.09,0.08,0.06,0.08,0.09,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11202,ML,450,Lukoo,11202,,Male,2022-01-24T20:29:31.8832,384,Forest Green,None,Tidal Wave,Wicked Glass Eyes,Smile,Silver Septum Ring on Stubby Nose,Pointed,Wing Tip Skinny,Bare,Plain Tee,Zig Zag,14,80,17,85,19,84,19,83,0.04,0.06,0.11,0.06,0.1,0.17,0.05,0.02,0.02,0.11,0.06,0.05,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
